CustomerID,Recency,Frequency,Monetary,R_quintile,F_quintile,M_quintile,Segment
13725,49,8,1980.56,4,4,4,活躍 VIP
13726,38,2,1079.6599999999999,4,2,3,潛力新客
13727,28,8,1080.05,4,4,3,一般活躍
13728,36,16,2855.17,4,5,4,活躍 VIP
13729,435,3,724.73,1,3,3,一般流失
13730,135,2,752.6,3,2,3,一般流失
13731,218,2,610.59,2,2,2,一般流失
13732,27,1,491.86,4,1,2,潛力新客
13733,410,2,487.03000000000003,1,2,2,一般流失
13734,508,4,6701.640000000001,1,3,5,一般流失
13735,24,13,9813.22,4,5,5,活躍 VIP
13736,4,7,2766.21,5,4,4,活躍 VIP
13737,199,1,339.59999999999997,2,1,2,一般流失
13738,395,1,440.93,2,1,2,一般流失
13739,17,2,292.2,5,2,2,潛力新客
13740,240,5,1597.77,2,4,4,沈睡 VIP
13741,71,3,668.4300000000001,3,3,3,一般活躍
13742,16,12,3131.02,5,5,5,活躍 VIP
13743,2,7,1341.6,5,4,4,活躍 VIP
13744,94,2,1156.36,3,2,3,一般流失
13745,161,2,777.36,3,2,3,一般流失
13746,413,1,176.69,1,1,1,一般流失
13747,373,2,249.39999999999998,2,2,1,一般流失
13748,95,9,2268.35,3,5,4,沈睡 VIP
13750,53,11,3602.1800000000003,4,5,5,活躍 VIP
13751,287,1,296.25,2,1,2,一般流失
13752,123,7,1590.73,3,4,4,沈睡 VIP
13753,287,4,2094.57,2,3,4,一般流失
13754,151,3,447.05,3,3,2,一般流失
13755,3,9,2161.35,5,5,4,活躍 VIP
13756,1,23,9207.5,5,5,5,活躍 VIP
13757,674,1,195.55,1,1,1,一般流失
13758,11,15,9416.98,5,5,5,活躍 VIP
13759,32,2,659.4100000000001,4,2,3,潛力新客
13760,53,5,1363.6399999999999,4,4,4,活躍 VIP
13761,49,6,1952.17,4,4,4,活躍 VIP
13762,218,5,2472.48,2,4,4,沈睡 VIP
13763,62,3,5217.4400000000005,3,3,5,一般活躍
13764,70,6,2953.26,3,4,4,活躍 VIP
13765,652,1,352.821,1,1,2,一般流失
13766,494,1,190.35,1,1,1,一般流失
13767,1,73,35540.53,5,5,5,活躍 VIP
13768,726,2,875.97,1,2,3,一般流失
13769,1,20,5800.42,5,5,5,活躍 VIP
13770,421,4,785.37,1,3,3,一般流失
13771,63,9,5728.82,3,5,5,活躍 VIP
13772,33,8,3114.22,4,4,5,活躍 VIP
13773,396,2,301.54,2,2,2,一般流失
13774,81,1,345.0,3,1,2,潛力新客
13775,590,1,1049.66,1,1,3,一般流失
13776,427,2,623.98,1,2,3,一般流失
13777,0,61,56478.42,5,5,5,活躍 VIP
13778,102,4,1124.49,3,3,3,一般流失
13779,515,1,161.13,1,1,1,一般流失
13780,6,3,735.82,5,3,3,一般活躍
13781,250,3,778.83,2,3,3,一般流失
13782,12,13,1793.72,5,5,4,活躍 VIP
13783,487,4,1542.09,1,3,4,一般流失
13784,9,14,2910.23,5,5,4,活躍 VIP
13785,428,4,542.49,1,3,2,一般流失
13786,366,6,3358.94,2,4,5,沈睡 VIP
13787,75,6,1222.5,3,4,3,一般活躍
13788,504,1,3.75,1,1,1,一般流失
13789,387,1,239.45999999999998,2,1,1,一般流失
13790,3,1,348.8,5,1,2,潛力新客
13791,127,2,1516.0,3,2,4,一般流失
13792,65,3,383.95,3,3,2,一般活躍
13793,646,1,96.0,1,1,1,一般流失
13794,546,1,126.03,1,1,1,一般流失
13795,387,4,836.3,2,3,3,一般流失
13796,498,1,289.7,1,1,1,一般流失
13797,436,3,1179.45,1,3,3,一般流失
13798,0,110,75836.87,5,5,5,活躍 VIP
13799,116,9,2803.57,3,5,4,沈睡 VIP
13800,309,3,1679.56,2,3,4,一般流失
13801,66,1,324.8,3,1,2,潛力新客
13802,138,19,26259.11,3,5,5,沈睡 VIP
13803,254,3,1338.91,2,3,4,一般流失
13804,30,9,3208.52,4,5,5,活躍 VIP
13805,51,2,924.6,4,2,3,潛力新客
13806,63,1,256.38,3,1,1,潛力新客
13807,366,3,534.8,2,3,2,一般流失
13808,5,5,1747.66,5,4,4,活躍 VIP
13809,304,3,679.7,2,3,3,一般流失
13810,28,3,1499.01,4,3,4,一般活躍
13811,183,3,814.5,3,3,3,一般流失
13812,41,3,539.0,4,3,2,一般活躍
13813,39,8,2765.47,4,4,4,活躍 VIP
13814,91,3,2257.32,3,3,4,一般流失
13815,21,8,7475.74,4,4,5,活躍 VIP
13816,23,2,571.6700000000001,4,2,2,潛力新客
13817,28,2,382.98,4,2,2,潛力新客
13818,429,1,61.28,1,1,1,一般流失
13819,301,6,2642.35,2,4,4,沈睡 VIP
13820,417,3,660.65,1,3,3,一般流失
13821,144,6,1410.73,3,4,4,沈睡 VIP
13822,5,2,632.0,5,2,3,潛力新客
13823,18,7,3403.4500000000003,5,4,5,活躍 VIP
13824,32,12,3314.76,4,5,5,活躍 VIP
13825,621,2,255.59,1,2,1,一般流失
13826,175,1,189.5,3,1,1,一般流失
13827,57,3,412.05,4,3,2,一般活躍
13828,21,1,209.49,4,1,1,潛力新客
13829,420,1,102.0,1,1,1,一般流失
13830,581,1,156.85000000000002,1,1,1,一般流失
13831,15,18,7023.58,5,5,5,活躍 VIP
13832,18,2,613.6899999999999,5,2,2,潛力新客
13833,158,2,701.36,3,2,3,一般流失
13834,576,2,324.19,1,2,2,一般流失
13835,24,7,1095.27,4,4,3,一般活躍
13836,398,2,620.37,2,2,3,一般流失
13837,211,2,271.24,2,2,1,一般流失
13838,5,10,1966.09,5,5,4,活躍 VIP
13839,485,1,139.95000000000002,1,1,1,一般流失
13840,415,1,651.4,1,1,3,一般流失
13841,252,1,85.0,2,1,1,一般流失
13842,58,18,5629.91,4,5,5,活躍 VIP
13843,380,1,319.75,2,1,2,一般流失
13844,10,1,361.62,5,1,2,潛力新客
13845,64,1,312.98,3,1,2,潛力新客
13846,24,4,1307.79,4,3,4,一般活躍
13847,719,1,310.72,1,1,2,一般流失
13848,91,8,3335.0,3,4,5,沈睡 VIP
13849,51,5,3469.3,4,4,5,活躍 VIP
13850,128,1,1595.48,3,1,4,一般流失
13851,95,8,4606.46,3,4,5,沈睡 VIP
13852,610,1,187.35000000000002,1,1,1,一般流失
13853,56,1,1090.14,4,1,3,潛力新客
13854,8,39,12253.96,5,5,5,活躍 VIP
13855,500,4,1310.3400000000001,1,3,4,一般流失
13856,168,11,1142.03,3,5,3,一般流失
13857,392,6,1001.01,2,4,3,一般流失
13858,56,1,216.17,4,1,1,潛力新客
13859,325,2,515.86,2,2,2,一般流失
13860,0,5,1245.9,5,4,3,一般活躍
13861,428,2,273.26,1,2,1,一般流失
13862,17,9,2556.09,5,5,4,活躍 VIP
13863,247,4,1239.55,2,3,3,一般流失
13864,386,1,662.4000000000001,2,1,3,一般流失
13865,57,4,501.56,4,3,2,一般活躍
13866,73,1,145.67000000000002,3,1,1,潛力新客
13867,30,3,1015.29,4,3,3,一般活躍
13868,6,2,3192.54,5,2,5,一般活躍
13869,122,10,8111.57,3,5,5,沈睡 VIP
13870,1,15,5712.08,5,5,5,活躍 VIP
13871,22,17,7885.85,4,5,5,活躍 VIP
13872,526,3,919.57,1,3,3,一般流失
13873,119,8,1038.92,3,4,3,一般流失
13874,357,7,2049.15,2,4,4,沈睡 VIP
13875,53,14,4814.37,4,5,5,活躍 VIP
13876,63,1,122.7,3,1,1,潛力新客
13877,85,3,449.68,3,3,2,一般活躍
13878,54,4,2473.06,4,3,4,一般活躍
13879,645,1,395.5,1,1,2,一般流失
13880,20,17,4391.66,4,5,5,活躍 VIP
13881,3,43,45179.1,5,5,5,活躍 VIP
13882,2,5,1191.13,5,4,3,一般活躍
13883,10,15,6560.02,5,5,5,活躍 VIP
13884,6,10,1888.48,5,5,4,活躍 VIP
13885,188,2,506.8,2,2,2,一般流失
13886,70,1,243.56,3,1,1,潛力新客
13887,203,1,349.55,2,1,2,一般流失
13888,119,7,2169.05,3,4,4,沈睡 VIP
13889,92,6,1991.23,3,4,4,沈睡 VIP
13890,0,14,2927.38,5,5,4,活躍 VIP
13891,377,3,863.5600000000001,2,3,3,一般流失
13892,26,6,1267.6499999999999,4,4,4,活躍 VIP
13893,297,1,821.1,2,1,3,一般流失
13894,23,3,564.62,4,3,2,一般活躍
13895,27,6,4008.52,4,4,5,活躍 VIP
13896,625,1,388.55,1,1,2,一般流失
13897,49,3,1160.72,4,3,3,一般活躍
13898,325,2,686.4,2,2,3,一般流失
13899,15,2,388.52,5,2,2,潛力新客
13900,182,6,1610.59,3,4,4,沈睡 VIP
13901,71,15,5676.34,3,5,5,活躍 VIP
13902,631,5,34095.26,1,4,5,沈睡 VIP
13903,399,1,165.45000000000002,2,1,1,一般流失
13904,36,2,332.64,4,2,2,潛力新客
13905,732,1,312.65,1,1,2,一般流失
13906,408,1,42.0,2,1,1,一般流失
13907,691,1,136.8,1,1,1,一般流失
13908,79,4,2369.55,3,3,4,一般活躍
13909,422,2,286.6,1,2,1,一般流失
13911,56,20,4234.99,4,5,5,活躍 VIP
13912,423,1,124.95,1,1,1,一般流失
13913,506,1,42.22,1,1,1,一般流失
13914,11,2,626.45,5,2,3,潛力新客
13915,393,1,70.80000000000001,2,1,1,一般流失
13916,463,4,1275.81,1,3,4,一般流失
13917,49,2,272.04,4,2,1,潛力新客
13918,49,2,1212.8400000000001,4,2,3,潛力新客
13919,58,4,1360.68,4,3,4,一般活躍
13920,431,4,1774.68,1,3,4,一般流失
13921,401,4,730.7,2,3,3,一般流失
13922,351,3,865.2,2,3,3,一般流失
13923,53,1,351.13,4,1,2,潛力新客
13924,1,6,1838.8500000000001,5,4,4,活躍 VIP
13925,92,4,678.25,3,3,3,一般流失
13926,22,1,223.85000000000002,4,1,1,潛力新客
13927,74,2,708.26,3,2,3,潛力新客
13928,10,4,464.57,5,3,2,一般活躍
13929,168,11,3494.1,3,5,5,沈睡 VIP
13930,57,2,337.34,4,2,2,潛力新客
13931,95,11,5257.38,3,5,5,沈睡 VIP
13932,294,1,307.4,2,1,2,一般流失
13933,108,2,608.7900000000001,3,2,2,一般流失
13934,263,1,922.1,2,1,3,一般流失
13935,596,3,6116.92,1,3,5,一般流失
13936,179,3,939.66,3,3,3,一般流失
13937,168,2,880.13,3,2,3,一般流失
13938,34,1,71.66,4,1,1,潛力新客
13939,22,7,1560.96,4,4,4,活躍 VIP
13940,16,4,839.14,5,3,3,一般活躍
13941,21,15,11122.300000000001,4,5,5,活躍 VIP
13942,534,1,320.0,1,1,2,一般流失
13943,577,1,246.54,1,1,1,一般流失
13944,652,1,200.43,1,1,1,一般流失
13945,394,2,854.15,2,2,3,一般流失
13946,78,6,1876.23,3,4,4,活躍 VIP
13947,64,1,90.6,3,1,1,潛力新客
13948,360,4,548.76,2,3,2,一般流失
13949,2,6,2427.32,5,4,4,活躍 VIP
13950,10,4,745.06,5,3,3,一般活躍
13951,175,3,674.45,3,3,3,一般流失
13952,217,14,12823.521,2,5,5,沈睡 VIP
13953,6,12,6640.68,5,5,5,活躍 VIP
13954,1,2,439.92,5,2,2,潛力新客
13955,153,3,545.17,3,3,2,一般流失
13956,4,5,1026.42,5,4,3,一般活躍
13957,417,3,458.25,1,3,2,一般流失
13958,379,8,4709.2300000000005,2,4,5,沈睡 VIP
13959,78,6,1076.18,3,4,3,一般活躍
13960,20,2,230.22,4,2,1,潛力新客
13961,391,1,538.4,2,1,2,一般流失
13962,21,3,362.8,4,3,2,一般活躍
13963,307,17,3011.87,2,5,5,沈睡 VIP
13964,386,2,438.9,2,2,2,一般流失
13965,476,3,996.61,1,3,3,一般流失
13966,434,1,390.86,1,1,2,一般流失
13967,145,2,166.3,3,2,1,一般流失
13968,422,1,123.66,1,1,1,一般流失
13969,6,35,13365.87,5,5,5,活躍 VIP
13970,385,2,846.55,2,2,3,一般流失
13971,18,14,4667.57,5,5,5,活躍 VIP
13972,70,2,190.25,3,2,1,潛力新客
13973,286,1,264.7,2,1,1,一般流失
13974,48,2,677.72,4,2,3,潛力新客
13975,30,12,5358.84,4,5,5,活躍 VIP
13976,206,4,1192.36,2,3,3,一般流失
13977,410,1,519.8100000000001,1,1,2,一般流失
13978,14,2,196.79000000000002,5,2,1,潛力新客
13979,72,7,3416.23,3,4,5,活躍 VIP
13980,59,5,799.92,3,4,3,一般活躍
13981,415,1,331.14,1,1,2,一般流失
13982,38,9,4445.59,4,5,5,活躍 VIP
13983,29,21,7108.45,4,5,5,活躍 VIP
13984,26,12,2048.6,4,5,4,活躍 VIP
13985,3,22,10020.86,5,5,5,活躍 VIP
13986,16,1,320.46,5,1,2,潛力新客
13987,379,2,682.54,2,2,3,一般流失
13988,19,8,4757.8,4,4,5,活躍 VIP
13989,65,5,2026.06,3,4,4,活躍 VIP
13990,212,1,311.3,2,1,2,一般流失
13991,11,6,855.97,5,4,3,一般活躍
13992,29,3,219.5,4,3,1,一般活躍
13993,42,19,6775.71,4,5,5,活躍 VIP
13994,3,6,2313.14,5,4,4,活躍 VIP
13995,14,14,3902.01,5,5,5,活躍 VIP
13996,385,2,895.76,2,2,3,一般流失
13997,518,3,382.31,1,3,2,一般流失
13998,446,3,566.7,1,3,2,一般流失
13999,9,29,9502.26,5,5,5,活躍 VIP
14000,210,5,2046.3400000000001,2,4,4,沈睡 VIP
14001,45,9,4530.09,4,5,5,活躍 VIP
14002,133,2,529.73,3,2,2,一般流失
14003,732,1,209.41,1,1,1,一般流失
14004,42,11,6258.45,4,5,5,活躍 VIP
14005,9,5,2874.72,5,4,4,活躍 VIP
14006,115,7,2196.67,3,4,4,沈睡 VIP
14007,512,1,79.48,1,1,1,一般流失
14008,431,1,509.04,1,1,2,一般流失
14009,197,3,1099.91,2,3,3,一般流失
14010,564,2,445.15,1,2,2,一般流失
14011,479,2,457.82,1,2,2,一般流失
14012,277,1,328.8,2,1,2,一般流失
14013,109,5,1084.57,3,4,3,一般流失
14014,76,3,1948.21,3,3,4,一般活躍
14015,52,1,917.34,4,1,3,潛力新客
14016,161,11,11403.41,3,5,5,沈睡 VIP
14017,570,1,229.75,1,1,1,一般流失
14018,644,1,367.15000000000003,1,1,2,一般流失
14019,46,3,1421.61,4,3,4,一般活躍
14020,16,4,1249.01,5,3,4,一般活躍
14021,154,7,1716.58,3,4,4,沈睡 VIP
14022,224,2,792.15,2,2,3,一般流失
14023,6,2,584.07,5,2,2,潛力新客
14024,121,3,645.74,3,3,3,一般流失
14025,464,8,4057.9,1,4,5,沈睡 VIP
14026,470,2,713.11,1,2,3,一般流失
14027,60,1,104.82,3,1,1,潛力新客
14028,549,3,10396.5,1,3,5,一般流失
14029,62,2,467.66,3,2,2,潛力新客
14030,17,20,8262.29,5,5,5,活躍 VIP
14031,6,44,40999.17,5,5,5,活躍 VIP
14032,1,16,4850.2699999999995,5,5,5,活躍 VIP
14033,554,1,109.44,1,1,1,一般流失
14034,21,3,651.8199999999999,4,3,3,一般活躍
14035,28,9,2856.72,4,5,4,活躍 VIP
14036,284,1,626.65,2,1,3,一般流失
14037,175,6,836.95,3,4,3,一般流失
14038,77,5,3069.88,3,4,5,活躍 VIP
14039,32,2,267.28000000000003,4,2,1,潛力新客
14040,40,35,12645.57,4,5,5,活躍 VIP
14041,265,1,141.41,2,1,1,一般流失
14042,724,1,431.98,1,1,2,一般流失
14043,490,2,304.25,1,2,2,一般流失
14044,26,10,3123.1,4,5,5,活躍 VIP
14045,108,16,11313.029999999999,3,5,5,沈睡 VIP
14046,283,1,154.99,2,1,1,一般流失
14047,8,14,4255.03,5,5,5,活躍 VIP
14048,304,3,748.69,2,3,3,一般流失
14049,16,13,13239.03,5,5,5,活躍 VIP
14050,31,2,746.36,4,2,3,潛力新客
14051,0,37,22434.0,5,5,5,活躍 VIP
14052,19,2,480.81,4,2,2,潛力新客
14053,123,4,572.3,3,3,2,一般流失
14054,64,1,92.46,3,1,1,潛力新客
14055,105,3,1520.96,3,3,4,一般流失
14056,0,23,8214.65,5,5,5,活躍 VIP
14057,23,22,8408.84,4,5,5,活躍 VIP
14058,462,2,469.19,1,2,2,一般流失
14059,266,1,183.6,2,1,1,一般流失
14060,4,30,9519.08,5,5,5,活躍 VIP
14061,506,3,917.4300000000001,1,3,3,一般流失
14062,9,24,25604.2,5,5,5,活躍 VIP
14063,437,8,12241.4,1,4,5,沈睡 VIP
14064,28,15,3332.42,4,5,5,活躍 VIP
14065,388,3,891.02,2,3,3,一般流失
14066,266,1,152.55,2,1,1,一般流失
14067,63,2,374.7,3,2,2,潛力新客
14068,319,4,1528.3700000000001,2,3,4,一般流失
14069,514,2,230.06,1,2,1,一般流失
14070,684,1,326.55,1,1,2,一般流失
14071,3,8,1438.82,5,4,4,活躍 VIP
14072,666,1,390.85,1,1,2,一般流失
14073,31,1,151.04,4,1,1,潛力新客
14074,622,1,219.39999999999998,1,1,1,一般流失
14075,4,6,1734.87,5,4,4,活躍 VIP
14076,128,1,122.47,3,1,1,一般流失
14077,40,6,615.0799999999999,4,4,2,一般活躍
14078,101,9,1692.6299999999999,3,5,4,沈睡 VIP
14079,124,2,618.73,3,2,3,一般流失
14080,32,5,1115.68,4,4,3,一般活躍
14081,301,10,5370.1,2,5,5,沈睡 VIP
14082,364,2,413.36,2,2,2,一般流失
14083,3,11,1407.26,5,5,4,活躍 VIP
14084,511,1,150.5,1,1,1,一般流失
14085,1,33,10104.97,5,5,5,活躍 VIP
14086,462,1,39.95,1,1,1,一般流失
14087,2,3,846.22,5,3,3,一般活躍
14088,9,16,64036.8,5,5,5,活躍 VIP
14089,56,1,161.0,4,1,1,潛力新客
14090,324,1,76.32000000000001,2,1,1,一般流失
14091,653,2,9530.08,1,2,5,一般流失
14092,7,24,7229.45,5,5,5,活躍 VIP
14093,11,1,442.85,5,1,2,潛力新客
14094,439,1,335.22,1,1,2,一般流失
14095,722,1,2.95,1,1,1,一般流失
14096,3,17,65164.79,5,5,5,活躍 VIP
14097,480,2,422.85999999999996,1,2,2,一般流失
14098,36,1,147.35,4,1,1,潛力新客
14099,15,20,5765.71,5,5,5,活躍 VIP
14100,137,1,194.9,3,1,1,一般流失
14101,73,13,9961.93,3,5,5,活躍 VIP
14102,4,5,1360.28,5,4,4,活躍 VIP
14104,154,5,771.5799999999999,3,4,3,一般流失
14105,238,5,5988.83,2,4,5,沈睡 VIP
14106,736,1,214.79999999999998,1,1,1,一般流失
14107,51,11,4877.3,4,5,5,活躍 VIP
14108,30,4,1044.96,4,3,3,一般活躍
14109,72,1,144.2,3,1,1,潛力新客
14110,3,33,12987.95,5,5,5,活躍 VIP
14111,13,4,692.85,5,3,3,一般活躍
14112,22,13,5834.59,4,5,5,活躍 VIP
14113,3,16,7092.610000000001,5,5,5,活躍 VIP
14114,273,7,1364.09,2,4,4,沈睡 VIP
14115,501,2,622.6700000000001,1,2,3,一般流失
14116,19,5,1382.74,4,4,4,活躍 VIP
14117,143,1,90.0,3,1,1,一般流失
14118,428,1,458.45,1,1,2,一般流失
14119,375,2,183.37,2,2,1,一般流失
14121,3,4,2780.15,5,3,4,一般活躍
14122,405,3,362.42,2,3,2,一般流失
14123,732,1,436.18,1,1,2,一般流失
14124,83,1,419.58000000000004,3,1,2,潛力新客
14125,10,3,2740.43,5,3,4,一般活躍
14126,7,4,1172.46,5,3,3,一般活躍
14127,122,6,1900.0800000000002,3,4,4,沈睡 VIP
14128,60,3,924.21,3,3,3,一般活躍
14129,1,9,2591.34,5,5,4,活躍 VIP
14130,318,4,1882.67,2,3,4,一般流失
14131,648,1,187.87,1,1,1,一般流失
14132,1,11,3586.0299999999997,5,5,5,活躍 VIP
14133,129,4,911.14,3,3,3,一般流失
14134,382,15,11123.35,2,5,5,沈睡 VIP
14135,1,24,9643.92,5,5,5,活躍 VIP
14136,400,5,1570.81,2,4,4,沈睡 VIP
14137,695,1,332.7,1,1,2,一般流失
14138,1,2,982.3800000000001,5,2,3,潛力新客
14139,45,4,1086.8,4,3,3,一般活躍
14140,3,2,935.05,5,2,3,潛力新客
14141,2,4,915.13,5,3,3,一般活躍
14142,372,2,983.15,2,2,3,一般流失
14143,133,1,115.8,3,1,1,一般流失
14144,485,1,30.599999999999998,1,1,1,一般流失
14145,46,7,7600.05,4,4,5,活躍 VIP
14146,8,12,9450.3,5,5,5,活躍 VIP
14147,77,9,2590.2,3,5,4,活躍 VIP
14148,233,2,466.29,2,2,2,一般流失
14149,220,1,446.62,2,1,2,一般流失
14150,35,2,658.64,4,2,3,潛力新客
14151,672,2,679.45,1,2,3,一般流失
14152,74,7,1997.3400000000001,3,4,4,活躍 VIP
14153,482,1,233.4,1,1,1,一般流失
14154,238,8,6460.7,2,4,5,沈睡 VIP
14155,265,1,118.75,2,1,1,一般流失
14156,9,156,313946.37,5,5,5,活躍 VIP
14157,19,5,1002.78,4,4,3,一般活躍
14158,39,1,507.66,4,1,2,潛力新客
14159,19,20,7938.01,4,5,5,活躍 VIP
14160,609,7,8421.47,1,4,5,沈睡 VIP
14161,215,7,3318.88,2,4,5,沈睡 VIP
14162,173,2,289.36,3,2,1,一般流失
14163,86,5,2594.62,3,4,4,活躍 VIP
14164,70,2,1631.77,3,2,4,一般活躍
14165,275,1,122.53999999999999,2,1,1,一般流失
14166,504,2,256.85,1,2,1,一般流失
14167,38,8,1296.49,4,4,4,活躍 VIP
14168,420,2,370.45,1,2,2,一般流失
14169,430,2,624.4300000000001,1,2,3,一般流失
14170,374,3,597.33,2,3,2,一般流失
14171,97,2,498.79,3,2,2,一般流失
14172,604,3,402.72,1,3,2,一般流失
14173,10,6,586.0,5,4,2,一般活躍
14174,32,1,134.46,4,1,1,潛力新客
14175,59,8,7678.88,3,4,5,活躍 VIP
14176,296,5,916.01,2,4,3,一般流失
14177,85,13,2229.34,3,5,4,活躍 VIP
14178,8,7,1620.93,5,4,4,活躍 VIP
14179,40,2,719.78,4,2,3,潛力新客
14180,10,33,6319.25,5,5,5,活躍 VIP
14181,410,2,310.55,1,2,2,一般流失
14182,443,4,678.77,1,3,3,一般流失
14183,410,2,286.29,1,2,1,一般流失
14184,66,1,452.89,3,1,2,潛力新客
14185,330,1,197.65,2,1,1,一般流失
14186,426,5,1550.63,1,4,4,沈睡 VIP
14187,473,1,123.5,1,1,1,一般流失
14188,30,6,2054.36,4,4,4,活躍 VIP
14189,1,16,5814.39,5,5,5,活躍 VIP
14190,665,1,79.9,1,1,1,一般流失
14191,1,15,4817.66,5,5,5,活躍 VIP
14192,387,1,293.74,2,1,2,一般流失
14193,67,3,1210.19,3,3,3,一般活躍
14194,4,36,18670.59,5,5,5,活躍 VIP
14195,201,6,2615.6,2,4,4,沈睡 VIP
14196,106,1,335.52,3,1,2,一般流失
14197,410,1,390.05,1,1,2,一般流失
14198,17,9,1569.73,5,5,4,活躍 VIP
14199,217,4,1091.7,2,3,3,一般流失
14200,616,1,379.2,1,1,2,一般流失
14201,59,10,1193.54,3,5,3,一般活躍
14202,380,3,847.76,2,3,3,一般流失
14203,396,1,339.34,2,1,2,一般流失
14204,1,4,1062.96,5,3,3,一般活躍
14205,16,9,2414.2,5,5,4,活躍 VIP
14206,238,3,1185.01,2,3,3,一般流失
14207,687,1,157.8,1,1,1,一般流失
14208,94,2,567.05,3,2,2,一般流失
14209,10,15,4993.27,5,5,5,活躍 VIP
14210,105,16,5861.52,3,5,5,沈睡 VIP
14211,52,18,4402.29,4,5,5,活躍 VIP
14212,89,2,2190.14,3,2,4,一般活躍
14213,404,1,1192.2,2,1,3,一般流失
14214,30,5,1004.38,4,4,3,一般活躍
14215,11,9,3416.33,5,5,5,活躍 VIP
14216,2,5,2150.04,5,4,4,活躍 VIP
14217,1,23,3416.89,5,5,5,活躍 VIP
14218,42,1,169.48000000000002,4,1,1,潛力新客
14219,3,3,633.83,5,3,3,一般活躍
14220,246,4,1515.0,2,3,4,一般流失
14221,41,17,6517.49,4,5,5,活躍 VIP
14222,176,1,683.17,3,1,3,一般流失
14223,91,3,991.13,3,3,3,一般流失
14224,109,9,1897.9,3,5,4,沈睡 VIP
14225,434,4,2037.02,1,3,4,一般流失
14226,28,6,3002.53,4,4,5,活躍 VIP
14227,25,15,6368.71,4,5,5,活躍 VIP
14228,437,3,745.5,1,3,3,一般流失
14229,51,7,2594.04,4,4,4,活躍 VIP
14230,435,3,979.8000000000001,1,3,3,一般流失
14231,183,4,1235.6200000000001,3,3,3,一般流失
14232,42,5,2048.07,4,4,4,活躍 VIP
14233,48,7,2904.27,4,4,4,活躍 VIP
14234,21,4,775.46,4,3,3,一般活躍
14235,74,9,4717.99,3,5,5,活躍 VIP
14236,80,5,1744.64,3,4,4,活躍 VIP
14237,372,2,632.14,2,2,3,一般流失
14238,325,3,434.23,2,3,2,一般流失
14239,42,21,4263.17,4,5,5,活躍 VIP
14240,29,3,1247.49,4,3,3,一般活躍
14241,183,2,333.70000000000005,3,2,2,一般流失
14242,234,2,280.55,2,2,1,一般流失
14243,8,17,7431.05,5,5,5,活躍 VIP
14244,660,1,366.41999999999996,1,1,2,一般流失
14245,219,2,1693.45,2,2,4,一般流失
14246,110,3,1474.06,3,3,4,一般流失
14247,277,5,772.66,2,4,3,一般流失
14248,317,3,1032.95,2,3,3,一般流失
14249,410,12,5625.461,1,5,5,沈睡 VIP
14250,6,3,1904.05,5,3,4,一般活躍
14251,1,5,2879.7000000000003,5,4,4,活躍 VIP
14252,380,1,350.99,2,1,2,一般流失
14253,492,2,363.40000000000003,1,2,2,一般流失
14254,432,1,601.03,1,1,2,一般流失
14255,545,1,1000.63,1,1,3,一般流失
14256,259,5,2473.9900000000002,2,4,4,沈睡 VIP
14257,63,9,5954.45,3,5,5,活躍 VIP
14258,8,25,32051.34,5,5,5,活躍 VIP
14259,141,1,120.0,3,1,1,一般流失
14260,470,3,824.28,1,3,3,一般流失
14261,50,2,1163.45,4,2,3,潛力新客
14262,7,8,2618.23,5,4,4,活躍 VIP
14263,422,1,322.93,1,1,2,一般流失
14264,154,6,1517.3600000000001,3,4,4,沈睡 VIP
14265,108,4,1373.35,3,3,4,一般流失
14266,427,1,40.56,1,1,1,一般流失
14267,162,3,1516.24,3,3,4,一般流失
14268,470,1,354.85,1,1,2,一般流失
14269,438,1,295.73,1,1,2,一般流失
14270,331,1,492.65000000000003,2,1,2,一般流失
14271,225,2,219.13,2,2,1,一般流失
14272,73,4,920.81,3,3,3,一般活躍
14273,50,4,559.97,4,3,2,一般活躍
14274,685,1,256.6,1,1,1,一般流失
14275,395,6,1189.3799999999999,2,4,3,一般流失
14276,98,7,2102.68,3,4,4,沈睡 VIP
14277,14,9,17225.81,5,5,5,活躍 VIP
14278,409,1,205.83,2,1,1,一般流失
14279,520,2,191.86,1,2,1,一般流失
14280,196,1,134.04,2,1,1,一般流失
14281,407,1,245.15,2,1,1,一般流失
14282,2,25,7849.66,5,5,5,活躍 VIP
14283,462,4,628.4399999999999,1,3,3,一般流失
14284,30,3,1299.65,4,3,4,一般活躍
14285,20,8,3284.42,4,4,5,活躍 VIP
14286,23,7,8479.76,4,4,5,活躍 VIP
14287,7,3,176.63,5,3,1,一般活躍
14288,212,1,426.6,2,1,2,一般流失
14289,8,6,911.26,5,4,3,一般活躍
14290,10,8,4516.56,5,4,5,活躍 VIP
14291,1,23,7904.1,5,5,5,活躍 VIP
14292,7,16,9226.25,5,5,5,活躍 VIP
14293,2,9,3267.9300000000003,5,5,5,活躍 VIP
14294,406,1,375.34,2,1,2,一般流失
14295,39,5,2362.91,4,4,4,活躍 VIP
14296,420,2,456.40000000000003,1,2,2,一般流失
14297,17,4,1305.33,5,3,4,一般活躍
14298,7,82,91194.49,5,5,5,活躍 VIP
14299,7,27,14499.49,5,5,5,活躍 VIP
14300,18,1,43.2,5,1,1,潛力新客
14301,116,4,1992.18,3,3,4,一般流失
14302,430,3,742.9000000000001,1,3,3,一般流失
